merchant,description,amount,timestamp,label
Zomato,Zomato Food delivery,749.46,2025-11-06T03:35:37.536751,Food
Swiggy,Swiggy POS 857,645.17,2025-06-29T06:23:27.536751,Food
Walmart,Walmart Grocery store,1201.09,2025-01-27T03:11:35.536751,Groceries
Dominos,Dominos Pizza restaurant,4884.6,2025-10-03T10:21:48.536751,Food
Swiggy,Swiggy.com purchase,1679.04,2025-09-17T10:18:40.536751,Food
Dominos,Dominos POS 361,650.68,2025-09-21T03:06:37.536751,Food
Swiggy,Swiggy PAYMENT,4516.58,2025-11-13T05:34:24.536751,Food
BigBasket,BigBasket.com purchase,523.03,2025-02-23T06:23:38.536751,Groceries
Starbucks,Starbucks PAYMENT,2071.93,2025-06-07T07:39:42.536751,Food
Flipkart,Flipkart - Online shopping Store #4466,3343.86,2024-12-17T19:10:25.536751,Shopping
Paytm Mall,Paytm Mall POS 907,4820.75,2025-03-08T22:56:36.536751,Shopping
Paytm Mall,Paytm Mall.com purchase,3198.88,2025-04-28T09:35:58.536751,Shopping
Dominos,Dominos POS 626,4816.4,2025-05-05T08:53:56.536751,Food
Swiggy,Swiggy.com purchase,1536.78,2025-06-10T08:00:29.536751,Food
Flipkart,Flipkart - Online shopping Store #6478,4274.49,2025-10-21T02:07:07.536751,Shopping
Swiggy,Swiggy.com purchase,1417.9,2025-09-21T06:30:21.536751,Food
Uber,Uber PAYMENT,2187.02,2025-11-17T15:27:23.536751,Travel
BigBasket,BigBasket - Grocery order Store #3612,3894.94,2025-07-02T11:47:10.536751,Groceries
Starbucks,Starbucks - Coffee and snacks Store #1921,3707.69,2025-05-05T21:28:50.536751,Food
Paytm Mall,Paytm Mall PAYMENT,1740.69,2025-06-15T16:23:19.536751,Shopping
Zomato,Zomato online order 730,4420.33,2025-05-07T16:08:47.536751,Food
Paytm Mall,Paytm Mall online order 803,1399.0,2025-10-07T05:45:58.536751,Shopping
Shell,Shell - Fuel station Store #3206,2340.47,2025-01-09T04:44:01.536751,Fuel
Walmart,Walmart online order 71,2070.95,2025-09-09T03:17:21.536751,Groceries
Uber,Uber - Cab ride Store #785,1747.09,2025-08-05T19:50:22.536751,Travel
Netflix,Netflix online order 661,3071.28,2025-07-17T00:35:48.536751,Entertainment
Shell,Shell POS 141,1841.21,2025-01-30T18:29:11.536751,Fuel
Shell,Shell online order 915,503.75,2025-03-21T22:13:26.536751,Fuel
Walmart,Walmart POS 689,2171.91,2025-08-12T01:13:31.536751,Groceries
Swiggy,Swiggy POS 428,2733.22,2024-12-10T18:39:16.536751,Food
Uber,Uber - Cab ride Store #1326,1491.11,2025-08-23T22:35:24.536751,Travel
HP Petrol,HP Petrol POS 752,3031.55,2025-04-27T21:26:14.536751,Fuel
Shell,Shell online order 604,3045.11,2025-05-02T23:54:48.536751,Fuel
Starbucks,Starbucks PAYMENT,1212.07,2025-02-26T10:26:40.536751,Food
Netflix,Netflix PAYMENT,3119.77,2025-01-11T09:58:29.536751,Entertainment
HP Petrol,HP Petrol PAYMENT,1806.83,2025-05-29T01:55:26.536751,Fuel
Starbucks,Starbucks - Coffee and snacks Store #2666,900.15,2025-04-08T22:04:46.536751,Food
Paytm Mall,Paytm Mall Online shopping,3233.34,2024-12-28T20:04:12.536751,Shopping
Amazon,Amazon PAYMENT,3135.4,2025-09-17T15:10:43.536751,Shopping
Dominos,Dominos PAYMENT,3350.52,2025-07-01T07:12:18.536751,Food
Swiggy,Swiggy - Food delivery Store #4730,4158.59,2025-05-08T12:02:33.536751,Food
Walmart,Walmart online order 973,1784.0,2025-06-14T20:07:16.536751,Groceries
Zomato,Zomato - Food delivery Store #7324,2629.05,2025-03-04T02:08:39.536751,Food
Zomato,Zomato - Food delivery Store #5812,1925.84,2025-06-16T05:42:07.536751,Food
Swiggy,Swiggy PAYMENT,3326.61,2025-08-10T02:25:37.536751,Food
Shell,Shell Fuel station,4066.24,2025-11-15T03:08:30.536751,Fuel
Amazon,Amazon online order 707,4327.47,2024-11-27T16:30:43.536751,Shopping
Amazon,Amazon PAYMENT,2141.85,2025-08-01T21:30:48.536751,Shopping
Swiggy,Swiggy online order 594,3079.45,2025-05-08T08:23:46.536751,Food
Paytm Mall,Paytm Mall.com purchase,4052.8,2025-07-08T18:18:08.536751,Shopping
Flipkart,Flipkart Online shopping,2434.64,2025-11-08T14:15:46.536751,Shopping
Swiggy,Swiggy.com purchase,802.57,2025-08-28T01:30:02.536751,Food
Starbucks,Starbucks.com purchase,4900.47,2025-04-03T11:40:47.536751,Food
Zomato,Zomato PAYMENT,3109.35,2024-12-22T05:37:04.536751,Food
Paytm Mall,Paytm Mall - Online shopping Store #5717,4871.34,2025-02-02T11:42:39.536751,Shopping
Amazon,Amazon - Online shopping Store #4090,3527.04,2025-03-31T18:41:06.536751,Shopping
Shell,Shell.com purchase,1029.66,2025-10-18T21:42:23.536751,Fuel
HP Petrol,HP Petrol POS 188,1752.04,2025-01-27T16:37:08.536751,Fuel
Shell,Shell Fuel station,3053.11,2025-11-20T17:44:24.536751,Fuel
Paytm Mall,Paytm Mall.com purchase,1447.52,2025-09-23T13:33:22.536751,Shopping
Dominos,Dominos POS 449,3781.53,2025-10-30T20:32:49.536751,Food
Shell,Shell Fuel station,1350.35,2025-04-04T01:43:22.536751,Fuel
Netflix,Netflix Streaming subscription,895.24,2025-11-15T19:44:24.536751,Entertainment
Shell,Shell Fuel station,3774.5,2025-08-13T01:47:11.536751,Fuel
Flipkart,Flipkart - Online shopping Store #6861,4699.73,2025-07-27T04:10:11.536751,Shopping
Amazon,Amazon POS 793,1960.25,2024-12-08T02:50:03.536751,Shopping
Walmart,Walmart Grocery store,3236.53,2025-03-22T01:25:29.536751,Groceries
Walmart,Walmart PAYMENT,144.17,2025-11-03T13:46:02.536751,Groceries
Netflix,Netflix POS 654,2893.6,2025-07-29T16:55:00.536751,Entertainment
HP Petrol,HP Petrol PAYMENT,1104.6,2025-03-24T03:58:34.536751,Fuel
Paytm Mall,Paytm Mall POS 812,2283.61,2025-04-15T12:44:52.536751,Shopping
Starbucks,Starbucks - Coffee and snacks Store #7868,3241.32,2025-03-05T03:27:13.536751,Food
Swiggy,Swiggy.com purchase,2522.12,2025-06-25T19:22:52.536751,Food
Dominos,Dominos.com purchase,4566.11,2025-02-17T16:23:55.536751,Food
Paytm Mall,Paytm Mall PAYMENT,2537.93,2025-04-25T15:54:01.536751,Shopping
Amazon,Amazon Online shopping,4558.04,2025-01-21T03:51:01.536751,Shopping
Starbucks,Starbucks POS 588,2592.3,2025-10-14T05:21:21.536751,Food
Paytm Mall,Paytm Mall - Online shopping Store #8870,1666.88,2025-03-01T02:29:08.536751,Shopping
Paytm Mall,Paytm Mall Online shopping,2149.97,2025-09-15T23:00:26.536751,Shopping
Starbucks,Starbucks Coffee and snacks,3372.28,2024-12-23T15:55:06.536751,Food
Dominos,Dominos - Pizza restaurant Store #8133,862.75,2025-08-18T11:14:20.536751,Food
Paytm Mall,Paytm Mall POS 740,309.64,2024-12-01T13:13:33.536751,Shopping
Zomato,Zomato PAYMENT,3444.38,2025-06-17T04:44:42.536751,Food
Netflix,Netflix online order 18,3418.43,2025-11-18T22:23:15.536751,Entertainment
Shell,Shell.com purchase,313.08,2024-12-22T18:36:09.536751,Fuel
BigBasket,BigBasket online order 998,2937.07,2025-03-02T03:11:33.536751,Groceries
Walmart,Walmart - Grocery store Store #9599,3323.03,2025-06-01T23:22:55.536751,Groceries
Amazon,Amazon PAYMENT,2953.55,2024-12-12T07:47:47.536751,Shopping
Amazon,Amazon Online shopping,531.97,2025-08-12T14:56:24.536751,Shopping
Shell,Shell online order 610,4277.38,2025-05-05T01:46:42.536751,Fuel
Swiggy,Swiggy - Food delivery Store #3710,2973.34,2024-12-27T02:50:52.536751,Food
Netflix,Netflix POS 644,1632.11,2025-10-11T07:09:10.536751,Entertainment
Flipkart,Flipkart.com purchase,2379.13,2024-11-27T21:56:54.536751,Shopping
Uber,Uber Cab ride,3640.55,2025-01-30T14:31:25.536751,Travel
Dominos,Dominos.com purchase,181.45,2025-06-14T18:46:00.536751,Food
Starbucks,Starbucks - Coffee and snacks Store #8276,2327.77,2025-05-14T16:20:45.536751,Food
Netflix,Netflix.com purchase,1093.87,2025-09-02T00:58:02.536751,Entertainment
Uber,Uber PAYMENT,4410.14,2025-10-06T02:07:16.536751,Travel
BigBasket,BigBasket.com purchase,3567.6,2024-12-15T20:31:02.536751,Groceries
Paytm Mall,Paytm Mall - Online shopping Store #4811,497.41,2025-05-09T07:31:42.536751,Shopping
Starbucks,Starbucks online order 269,1945.77,2025-07-01T11:00:00.536751,Food
HP Petrol,HP Petrol Fuel station,4798.41,2025-01-09T03:59:31.536751,Fuel
Walmart,Walmart.com purchase,2930.44,2025-11-03T17:17:45.536751,Groceries
Starbucks,Starbucks POS 771,3501.78,2025-07-31T22:46:17.536751,Food
Netflix,Netflix Streaming subscription,4999.07,2025-08-07T08:49:12.536751,Entertainment
Starbucks,Starbucks.com purchase,2025.41,2025-08-24T15:21:52.536751,Food
Flipkart,Flipkart.com purchase,3914.3,2025-01-30T05:07:32.536751,Shopping
Amazon,Amazon Online shopping,2653.05,2025-04-19T12:13:21.536751,Shopping
Netflix,Netflix POS 848,3321.43,2025-01-13T00:24:07.536751,Entertainment
Flipkart,Flipkart POS 911,1635.64,2025-06-22T20:03:47.536751,Shopping
Swiggy,Swiggy online order 234,2115.02,2025-07-22T10:05:44.536751,Food
Walmart,Walmart Grocery store,1087.59,2025-08-05T02:23:19.536751,Groceries
Dominos,Dominos Pizza restaurant,2651.92,2025-11-21T12:23:30.536751,Food
BigBasket,BigBasket - Grocery order Store #3580,4046.64,2025-10-12T08:36:20.536751,Groceries
Flipkart,Flipkart Online shopping,2630.78,2024-12-09T10:44:47.536751,Shopping
HP Petrol,HP Petrol POS 637,516.78,2025-08-16T17:38:12.536751,Fuel
Paytm Mall,Paytm Mall Online shopping,1570.72,2025-02-10T16:07:49.536751,Shopping
Starbucks,Starbucks PAYMENT,2476.64,2025-11-17T18:01:26.536751,Food
Amazon,Amazon online order 964,1126.29,2025-06-02T02:01:57.536751,Shopping
HP Petrol,HP Petrol PAYMENT,921.1,2025-03-03T07:16:15.536751,Fuel
Swiggy,Swiggy Food delivery,2128.93,2025-05-12T15:02:40.536751,Food
Zomato,Zomato - Food delivery Store #5717,4221.69,2025-07-15T01:36:12.536751,Food
Zomato,Zomato Food delivery,1709.56,2025-02-23T16:27:41.536751,Food
Flipkart,Flipkart PAYMENT,491.41,2025-03-25T20:31:51.536751,Shopping
Dominos,Dominos - Pizza restaurant Store #5923,252.89,2025-08-13T04:50:48.536751,Food
BigBasket,BigBasket POS 933,1057.79,2024-12-20T08:34:52.536751,Groceries
Flipkart,Flipkart POS 309,528.03,2025-07-31T19:59:36.536751,Shopping
Uber,Uber.com purchase,3392.36,2025-08-10T06:56:13.536751,Travel
Netflix,Netflix PAYMENT,1354.67,2025-06-21T00:31:23.536751,Entertainment
Zomato,Zomato online order 547,512.12,2025-05-20T05:54:09.536751,Food
Uber,Uber POS 902,2877.74,2025-06-15T04:17:16.536751,Travel
Swiggy,Swiggy.com purchase,3076.9,2025-03-17T20:12:18.536751,Food
Swiggy,Swiggy - Food delivery Store #1574,3615.42,2025-04-04T07:15:19.536751,Food
Flipkart,Flipkart Online shopping,44.87,2025-07-04T16:45:20.536751,Shopping
Amazon,Amazon online order 896,4652.13,2025-05-15T18:54:11.536751,Shopping
Dominos,Dominos POS 199,1469.94,2025-02-14T14:36:38.536751,Food
HP Petrol,HP Petrol online order 15,2648.51,2025-08-04T04:21:55.536751,Fuel
Zomato,Zomato online order 469,1499.79,2025-06-20T04:05:50.536751,Food
Netflix,Netflix PAYMENT,4043.45,2025-05-08T13:41:54.536751,Entertainment
BigBasket,BigBasket Grocery order,154.51,2025-04-26T12:26:47.536751,Groceries
Zomato,Zomato Food delivery,309.44,2024-12-03T22:13:24.536751,Food
Starbucks,Starbucks.com purchase,643.19,2025-01-18T13:34:00.536751,Food
Amazon,Amazon Online shopping,745.3,2025-07-21T03:26:01.536751,Shopping
Netflix,Netflix Streaming subscription,4678.51,2025-07-10T01:59:16.536751,Entertainment
Amazon,Amazon.com purchase,2172.21,2025-07-17T20:22:52.536751,Shopping
Dominos,Dominos POS 110,3702.07,2025-07-23T21:11:41.536751,Food
Dominos,Dominos online order 445,1420.16,2025-06-11T17:02:35.536751,Food
Starbucks,Starbucks POS 753,1709.3,2025-05-07T04:43:08.536751,Food
Netflix,Netflix - Streaming subscription Store #703,2092.52,2025-04-24T06:36:21.536751,Entertainment
Dominos,Dominos PAYMENT,2261.15,2025-03-07T18:13:50.536751,Food
Walmart,Walmart online order 993,3874.19,2024-12-14T06:55:22.536751,Groceries
Uber,Uber online order 795,1169.18,2025-07-11T09:21:57.536751,Travel
BigBasket,BigBasket online order 66,4002.22,2025-03-20T05:43:19.536751,Groceries
Paytm Mall,Paytm Mall online order 294,4989.62,2025-09-17T00:58:31.536751,Shopping
Walmart,Walmart - Grocery store Store #8991,487.99,2025-03-28T21:32:56.536751,Groceries
BigBasket,BigBasket - Grocery order Store #6995,3660.46,2025-08-13T21:30:09.536751,Groceries
Flipkart,Flipkart POS 353,4896.26,2025-07-23T02:51:36.536751,Shopping
Netflix,Netflix - Streaming subscription Store #680,339.91,2025-05-22T22:56:47.536751,Entertainment
Starbucks,Starbucks.com purchase,3257.08,2025-11-11T16:04:47.536751,Food
Dominos,Dominos PAYMENT,4571.16,2025-06-14T22:48:11.536751,Food
Uber,Uber POS 970,2237.28,2025-09-06T22:14:24.536751,Travel
Swiggy,Swiggy - Food delivery Store #3003,4495.81,2025-02-16T04:24:17.536751,Food
BigBasket,BigBasket PAYMENT,2962.15,2025-10-24T18:04:53.536751,Groceries
Starbucks,Starbucks PAYMENT,3711.75,2025-04-07T02:39:53.536751,Food
HP Petrol,HP Petrol.com purchase,3611.23,2025-03-30T21:31:05.536751,Fuel
Walmart,Walmart PAYMENT,1596.1,2025-08-05T23:51:05.536751,Groceries
Walmart,Walmart online order 233,2689.86,2025-04-28T00:01:33.536751,Groceries
Uber,Uber POS 827,4481.55,2025-08-04T09:16:38.536751,Travel
Netflix,Netflix POS 534,3946.97,2025-10-19T16:50:17.536751,Entertainment
Swiggy,Swiggy.com purchase,675.21,2025-03-14T05:16:53.536751,Food
HP Petrol,HP Petrol online order 629,2686.19,2025-02-04T23:35:03.536751,Fuel
Walmart,Walmart.com purchase,3017.15,2025-01-26T19:50:36.536751,Groceries
Starbucks,Starbucks - Coffee and snacks Store #5148,2149.74,2025-01-07T06:20:42.536751,Food
Amazon,Amazon POS 692,2304.3,2025-06-08T04:44:44.536751,Shopping
Flipkart,Flipkart online order 838,4823.2,2025-01-21T11:38:39.536751,Shopping
Dominos,Dominos Pizza restaurant,632.03,2025-05-04T22:50:44.536751,Food
Swiggy,Swiggy online order 726,2869.06,2025-10-05T12:48:55.536751,Food
Uber,Uber - Cab ride Store #6316,3697.63,2025-06-06T15:50:13.536751,Travel
Swiggy,Swiggy - Food delivery Store #2816,1484.55,2025-05-16T20:35:11.536751,Food
Dominos,Dominos POS 338,760.21,2025-11-06T13:11:59.536751,Food
Netflix,Netflix online order 734,894.52,2025-07-06T11:47:11.536751,Entertainment
Shell,Shell.com purchase,4856.97,2025-02-03T10:05:53.536751,Fuel
Uber,Uber.com purchase,1735.5,2025-06-05T00:19:51.536751,Travel
Zomato,Zomato - Food delivery Store #270,2807.11,2025-01-06T08:30:00.536751,Food
HP Petrol,HP Petrol - Fuel station Store #1423,2609.08,2025-06-05T02:25:24.536751,Fuel
Shell,Shell.com purchase,3463.97,2025-10-07T20:58:20.536751,Fuel
Amazon,Amazon POS 317,3247.89,2025-08-26T04:52:45.536751,Shopping
Starbucks,Starbucks - Coffee and snacks Store #873,3009.21,2025-10-15T03:34:51.536751,Food
Dominos,Dominos POS 811,676.05,2025-07-28T09:10:00.536751,Food
Flipkart,Flipkart - Online shopping Store #3314,3785.14,2025-07-30T18:23:22.536751,Shopping
Shell,Shell - Fuel station Store #9027,4185.22,2025-06-01T05:13:14.536751,Fuel
Zomato,Zomato PAYMENT,2759.36,2025-04-25T16:02:26.536751,Food
HP Petrol,HP Petrol Fuel station,2002.76,2025-03-23T20:55:36.536751,Fuel
Netflix,Netflix POS 597,837.14,2025-03-25T19:07:42.536751,Entertainment
BigBasket,BigBasket PAYMENT,2613.1,2025-03-12T17:21:28.536751,Groceries
Walmart,Walmart PAYMENT,4584.63,2025-07-29T23:01:09.536751,Groceries
Paytm Mall,Paytm Mall POS 907,2265.67,2025-03-18T06:56:11.536751,Shopping
Swiggy,Swiggy - Food delivery Store #8878,1634.73,2024-11-30T02:47:12.536751,Food
Starbucks,Starbucks Coffee and snacks,1201.11,2025-08-25T20:47:11.536751,Food
Amazon,Amazon PAYMENT,431.0,2025-01-25T10:40:34.536751,Shopping
Zomato,Zomato POS 579,4994.77,2025-04-20T20:36:01.536751,Food
Zomato,Zomato POS 362,385.68,2024-12-16T07:53:42.536751,Food
Starbucks,Starbucks POS 255,4124.96,2025-04-06T15:34:05.536751,Food
Paytm Mall,Paytm Mall POS 627,2275.05,2025-01-29T21:23:41.536751,Shopping
Zomato,Zomato PAYMENT,4997.97,2024-11-22T06:59:08.536751,Food
Flipkart,Flipkart online order 298,462.56,2025-08-08T16:42:02.536751,Shopping
HP Petrol,HP Petrol.com purchase,4467.84,2025-03-10T08:38:33.536751,Fuel
Dominos,Dominos POS 314,940.23,2025-02-10T21:19:33.536751,Food
Netflix,Netflix.com purchase,400.61,2025-07-08T18:17:08.536751,Entertainment
Paytm Mall,Paytm Mall PAYMENT,2627.68,2024-12-13T23:37:14.536751,Shopping
Dominos,Dominos Pizza restaurant,1339.04,2025-02-25T02:21:36.536751,Food
Walmart,Walmart Grocery store,30.62,2025-07-03T07:11:30.536751,Groceries
Amazon,Amazon PAYMENT,4451.02,2025-11-17T11:52:03.536751,Shopping
Dominos,Dominos POS 925,1502.0,2025-08-01T13:33:34.536751,Food
Walmart,Walmart Grocery store,2122.78,2025-01-04T20:45:34.536751,Groceries
Starbucks,Starbucks - Coffee and snacks Store #9840,4276.3,2024-12-29T08:41:05.536751,Food
Netflix,Netflix - Streaming subscription Store #5489,4023.71,2025-02-27T14:19:06.536751,Entertainment
Paytm Mall,Paytm Mall POS 312,2288.15,2025-11-17T10:01:57.536751,Shopping
Amazon,Amazon POS 522,15.14,2024-12-18T20:26:10.536751,Shopping
Swiggy,Swiggy online order 877,4540.64,2025-04-30T01:49:14.536751,Food
Uber,Uber Cab ride,3399.49,2025-08-16T13:59:16.536751,Travel
BigBasket,BigBasket PAYMENT,993.23,2025-07-08T08:03:03.536751,Groceries
HP Petrol,HP Petrol PAYMENT,3963.67,2025-06-21T00:51:29.536751,Fuel
BigBasket,BigBasket online order 624,2026.29,2024-12-09T15:42:15.536751,Groceries
Dominos,Dominos PAYMENT,4664.83,2025-11-16T20:34:56.536751,Food
BigBasket,BigBasket online order 376,3876.47,2025-11-15T06:30:22.536751,Groceries
Starbucks,Starbucks.com purchase,71.71,2024-12-18T12:50:51.536751,Food
Starbucks,Starbucks Coffee and snacks,4286.2,2025-01-28T02:02:41.536751,Food
Shell,Shell Fuel station,3066.51,2025-10-12T23:18:27.536751,Fuel
Uber,Uber POS 221,2402.49,2025-03-21T17:31:23.536751,Travel
Flipkart,Flipkart - Online shopping Store #3854,2119.18,2025-03-03T17:13:48.536751,Shopping
Uber,Uber online order 289,4742.14,2025-02-05T01:16:36.536751,Travel
Shell,Shell online order 123,695.47,2025-10-14T19:32:58.536751,Fuel
Amazon,Amazon online order 103,279.45,2025-02-24T20:07:17.536751,Shopping
Starbucks,Starbucks - Coffee and snacks Store #7978,4289.79,2025-07-13T18:14:32.536751,Food
BigBasket,BigBasket - Grocery order Store #1163,2450.65,2025-01-06T19:17:40.536751,Groceries
Swiggy,Swiggy POS 544,940.88,2025-01-12T15:55:10.536751,Food
BigBasket,BigBasket Grocery order,3895.13,2025-05-09T00:38:16.536751,Groceries
Amazon,Amazon PAYMENT,2816.14,2025-05-29T19:46:58.536751,Shopping
Shell,Shell Fuel station,4240.36,2025-01-01T19:58:19.536751,Fuel
Walmart,Walmart PAYMENT,2837.02,2025-09-01T23:43:07.536751,Groceries
Uber,Uber - Cab ride Store #5581,3891.23,2025-01-04T01:31:25.536751,Travel
HP Petrol,HP Petrol - Fuel station Store #7441,274.08,2025-07-03T03:50:42.536751,Fuel
Walmart,Walmart.com purchase,462.47,2025-07-12T08:02:09.536751,Groceries
BigBasket,BigBasket PAYMENT,4895.12,2025-09-08T16:15:08.536751,Groceries
BigBasket,BigBasket PAYMENT,458.83,2025-11-18T09:31:37.536751,Groceries
Paytm Mall,Paytm Mall PAYMENT,2364.71,2025-02-13T17:33:49.536751,Shopping
Uber,Uber - Cab ride Store #5159,3518.22,2025-05-04T07:19:25.536751,Travel
Starbucks,Starbucks PAYMENT,2985.26,2025-08-18T15:01:36.536751,Food
BigBasket,BigBasket Grocery order,108.49,2025-08-23T16:25:59.536751,Groceries
Paytm Mall,Paytm Mall Online shopping,513.79,2025-04-20T10:41:13.536751,Shopping
Dominos,Dominos.com purchase,3431.06,2024-12-29T09:12:40.536751,Food
Shell,Shell - Fuel station Store #3988,2755.36,2025-02-22T11:28:19.536751,Fuel
Walmart,Walmart PAYMENT,719.55,2025-08-12T07:06:42.536751,Groceries
Starbucks,Starbucks online order 733,2905.41,2025-02-28T15:49:11.536751,Food
Swiggy,Swiggy.com purchase,2423.87,2025-03-22T02:54:01.536751,Food
Shell,Shell - Fuel station Store #4930,4247.68,2025-09-03T20:43:47.536751,Fuel
Walmart,Walmart PAYMENT,3086.25,2025-02-18T08:00:14.536751,Groceries
Netflix,Netflix PAYMENT,408.45,2025-03-04T02:50:44.536751,Entertainment
Walmart,Walmart.com purchase,1610.22,2025-11-06T09:25:09.536751,Groceries
Walmart,Walmart POS 956,3437.64,2025-02-27T16:02:42.536751,Groceries
Uber,Uber Cab ride,4147.97,2025-03-16T03:24:16.536751,Travel
Dominos,Dominos online order 212,4613.32,2025-01-20T11:03:16.536751,Food
Paytm Mall,Paytm Mall - Online shopping Store #8357,1256.68,2025-08-07T12:40:58.536751,Shopping
Flipkart,Flipkart POS 310,1191.7,2025-04-30T09:59:28.536751,Shopping
Swiggy,Swiggy PAYMENT,4086.55,2025-04-12T20:01:58.536751,Food
Walmart,Walmart POS 605,2904.94,2025-09-19T05:13:05.536751,Groceries
Uber,Uber online order 188,885.67,2025-07-13T20:59:52.536751,Travel
Dominos,Dominos PAYMENT,946.72,2024-12-21T12:14:30.536751,Food
Flipkart,Flipkart online order 950,3503.78,2025-02-22T10:28:00.536751,Shopping
HP Petrol,HP Petrol POS 109,1879.45,2024-12-15T17:38:03.536751,Fuel
Zomato,Zomato - Food delivery Store #2810,3760.4,2024-12-13T11:54:40.536751,Food
Netflix,Netflix.com purchase,2543.22,2025-05-03T01:52:40.536751,Entertainment
Uber,Uber POS 930,2707.71,2025-08-27T03:01:30.536751,Travel
Zomato,Zomato.com purchase,3926.26,2025-03-28T09:51:59.536751,Food
Shell,Shell Fuel station,999.32,2025-09-08T05:43:25.536751,Fuel
Shell,Shell Fuel station,391.05,2025-09-28T04:20:14.536751,Fuel
Paytm Mall,Paytm Mall - Online shopping Store #9661,712.05,2025-05-05T03:59:15.536751,Shopping
Flipkart,Flipkart POS 894,2305.13,2025-11-21T09:20:36.536751,Shopping
Shell,Shell.com purchase,2192.23,2025-01-29T22:59:42.536751,Fuel
Flipkart,Flipkart.com purchase,4003.85,2025-10-12T00:21:39.536751,Shopping
Shell,Shell Fuel station,4902.55,2025-04-03T10:55:08.536751,Fuel
Paytm Mall,Paytm Mall - Online shopping Store #7157,1396.08,2025-02-07T00:09:07.536751,Shopping
HP Petrol,HP Petrol Fuel station,581.5,2025-08-23T21:43:43.536751,Fuel
Zomato,Zomato Food delivery,128.14,2025-06-06T10:01:16.536751,Food
Flipkart,Flipkart.com purchase,4238.01,2025-04-02T05:02:36.536751,Shopping
Zomato,Zomato Food delivery,4486.25,2025-08-03T08:09:52.536751,Food
HP Petrol,HP Petrol - Fuel station Store #3742,639.87,2025-09-08T23:49:48.536751,Fuel
Netflix,Netflix.com purchase,4730.24,2025-03-17T12:39:06.536751,Entertainment
HP Petrol,HP Petrol.com purchase,2492.88,2025-04-11T11:54:40.536751,Fuel
Shell,Shell.com purchase,2273.87,2025-10-17T19:49:35.536751,Fuel
Uber,Uber POS 508,1224.04,2025-07-23T12:46:08.536751,Travel
Uber,Uber Cab ride,2365.44,2025-03-21T03:01:55.536751,Travel
Amazon,Amazon POS 359,49.46,2025-04-18T11:24:39.536751,Shopping
Starbucks,Starbucks POS 657,4397.02,2024-12-25T13:22:56.536751,Food
BigBasket,BigBasket online order 623,4378.52,2025-09-29T11:18:02.536751,Groceries
Starbucks,Starbucks - Coffee and snacks Store #1615,3235.03,2025-09-25T19:39:54.536751,Food
HP Petrol,HP Petrol PAYMENT,786.6,2025-06-20T06:55:45.536751,Fuel
Netflix,Netflix PAYMENT,3576.25,2025-06-05T11:22:15.536751,Entertainment
Zomato,Zomato Food delivery,3782.68,2025-01-12T21:40:47.536751,Food
Zomato,Zomato PAYMENT,261.6,2025-09-21T08:42:48.536751,Food
HP Petrol,HP Petrol POS 842,2295.02,2025-01-16T21:23:24.536751,Fuel
Amazon,Amazon Online shopping,1642.39,2025-09-22T23:07:35.536751,Shopping
HP Petrol,HP Petrol online order 761,3837.53,2025-04-22T11:01:29.536751,Fuel
Zomato,Zomato.com purchase,715.0,2025-03-11T02:33:57.536751,Food
Amazon,Amazon PAYMENT,4380.83,2025-03-08T00:39:25.536751,Shopping
Paytm Mall,Paytm Mall.com purchase,2043.94,2025-10-21T01:38:54.536751,Shopping
Shell,Shell online order 840,4127.22,2025-10-22T22:54:53.536751,Fuel
HP Petrol,HP Petrol.com purchase,2890.84,2025-01-26T14:08:53.536751,Fuel
Starbucks,Starbucks.com purchase,1957.2,2024-12-30T05:26:58.536751,Food
Swiggy,Swiggy online order 149,4699.12,2025-05-14T23:16:18.536751,Food
Zomato,Zomato.com purchase,1757.52,2025-05-28T17:56:30.536751,Food
Shell,Shell online order 560,2994.64,2024-12-04T06:29:38.536751,Fuel
BigBasket,BigBasket - Grocery order Store #389,845.57,2025-07-14T07:42:53.536751,Groceries
Starbucks,Starbucks PAYMENT,2588.43,2025-07-25T00:28:16.536751,Food
Dominos,Dominos PAYMENT,4294.34,2025-07-07T16:52:24.536751,Food
Swiggy,Swiggy POS 753,3689.74,2025-10-31T09:52:06.536751,Food
Flipkart,Flipkart Online shopping,3698.03,2025-11-08T09:23:18.536751,Shopping
Shell,Shell online order 655,1035.3,2025-10-09T05:29:25.536751,Fuel
Flipkart,Flipkart PAYMENT,4979.28,2025-10-16T03:16:34.536751,Shopping
Amazon,Amazon.com purchase,4802.27,2025-10-01T12:39:32.536751,Shopping
Flipkart,Flipkart - Online shopping Store #6045,1320.64,2025-07-25T08:43:41.536751,Shopping
Paytm Mall,Paytm Mall PAYMENT,4046.73,2025-02-09T21:00:53.536751,Shopping
Uber,Uber PAYMENT,1671.48,2025-10-31T19:24:01.536751,Travel
Netflix,Netflix PAYMENT,1272.91,2025-08-28T07:53:48.536751,Entertainment
Shell,Shell.com purchase,4229.05,2025-11-03T20:25:11.536751,Fuel
Zomato,Zomato PAYMENT,2970.55,2025-08-04T01:01:03.536751,Food
Zomato,Zomato online order 622,1801.0,2025-11-20T13:41:02.536751,Food
Zomato,Zomato online order 51,2230.0,2025-10-24T03:37:07.536751,Food
Flipkart,Flipkart.com purchase,3010.14,2025-10-06T10:31:13.536751,Shopping
